-2.412400e+06 8.115400e+05 -1.246900e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.437100e+24 1.464200e+04 1.375300e+13
2.412400e+06 -8.115400e+05 1.246900e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.437100e+24 1.464200e+04 1.375300e+13
-6.029800e+06 6.290100e+06 -5.125000e+05 0.000000e+00 0.000000e+00 0.000000e+00 5.640800e+24 1.317000e+04 1.185700e+13
-8.379900e+06 2.285700e+06 8.600700e+05 0.000000e+00 0.000000e+00 0.000000e+00 5.640800e+24 1.317000e+04 1.185700e+13
-6.210700e+06 1.958100e+06 -5.812000e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.640800e+24 1.317000e+04 1.185700e+13
8.977900e+04 6.099300e+06 -6.243200e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.640800e+24 1.317000e+04 1.185700e+13
3.441100e+06 8.002400e+06 5.541200e+05 0.000000e+00 0.000000e+00 0.000000e+00 5.640800e+24 1.317000e+04 1.185700e+13
1.180600e+06 4.527300e+06 7.368600e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.640800e+24 1.317000e+04 1.185700e+13
-3.660000e+06 -1.951000e+06 7.680200e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.640800e+24 1.317000e+04 1.185700e+13
-5.811700e+06 -6.408400e+06 1.159000e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.640800e+24 1.317000e+04 1.185700e+13
-2.348900e+06 -5.560500e+06 -6.304700e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.640800e+24 1.317000e+04 1.185700e+13
4.519700e+06 -9.295600e+05 -7.409100e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.640800e+24 1.317000e+04 1.185700e+13
8.560100e+06 1.648000e+06 -4.414600e+05 0.000000e+00 0.000000e+00 0.000000e+00 5.640800e+24 1.317000e+04 1.185700e+13
5.429100e+06 -2.668300e+06 6.292300e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.640800e+24 1.317000e+04 1.185700e+13
